"Gender","Department","Seniority","Education","Age","Tenure","WageHour","Start.Date"
"Male","Production","Junior","Non Graduates",39,14,12.9441214474174,"2004-01-26 12:36:23"
"Female","Production","Intermediate","Non Graduates",46,24,26.7484138886885,"1994-01-26 12:36:23"
"Female","Packing","Senior","Non Graduates",42,22,41.2266404157272,"1996-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",21,26,36.6376527897657,"1992-01-26 12:36:23"
"Male","Packing","Senior","Non Graduates",25,25,57.9305408896442,"1993-01-26 12:36:23"
"Female","Sales","Intermediate","Non Graduates",22,8,33.3829072489665,"2010-01-26 12:36:23"
"Male","Distribution","Senior","Graduates",64,5,50.67263644908,"2013-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",44,6,25.1023838876578,"2012-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",17,35,36.9572903393711,"1983-01-26 12:36:23"
"Female","Sales","Junior","Non Graduates",33,10,18.2495932925369,"2008-01-26 12:36:23"
"Male","Production","Intermediate","Graduates",36,22,32.7747001223831,"1996-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",21,23,11.3494398434834,"1995-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",37,3,58.6573206400402,"2015-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",61,6,61.8622896583408,"2012-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",39,14,28.3266442591951,"2004-01-26 12:36:23"
"Male","Production","Senior","Non Graduates",50,22,42.2839901225625,"1996-01-26 12:36:23"
"Female","Production","Senior","Graduates",28,20,80.5250373636082,"1998-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",57,34,16.7289506003844,"1984-01-26 12:36:23"
"Female","Sales","Senior","Graduates",23,17,50.3453157819153,"2001-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",44,20,11.3707518130603,"1998-01-26 12:36:23"
"Male","IT","Senior","Graduates",33,26,60.5457110209436,"1992-01-26 12:36:23"
"Female","Production","Senior","Graduates",55,9,70.6423037242346,"2009-01-26 12:36:23"
"Male","IT","Intermediate","Non Graduates",39,26,32.4294807679356,"1992-01-26 12:36:23"
"Female","Sales","Junior","Graduates",57,31,18.1298115525002,"1987-01-26 12:36:23"
"Female","IT","Senior","Graduates",37,1,63.617464143391,"2017-01-26 12:36:23"
"Female","Distribution","Intermediate","Non Graduates",40,10,27.1670588904558,"2008-01-26 12:36:23"
"Male","QualityAssuranse","Senior","Non Graduates",19,17,57.3770712893808,"2001-01-26 12:36:23"
"Male","Production","Junior","Graduates",42,13,18.3450426717814,"2005-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",33,31,34.8363989597811,"1987-01-26 12:36:23"
"Female","Packing","Intermediate","Non Graduates",27,24,30.0879341310393,"1994-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",36,8,23.5983803802146,"2010-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",20,17,17.473052052338,"2001-01-26 12:36:23"
"Male","Sales","Intermediate","Graduates",29,4,39.5306742358556,"2014-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",33,35,23.4472978047582,"1983-01-26 12:36:23"
"Female","Sales","Senior","Graduates",35,6,61.5915856613277,"2012-01-26 12:36:23"
"Male","Packing","Junior","Non Graduates",63,27,15.6766055649811,"1991-01-26 12:36:23"
"Male","Sales","Intermediate","Non Graduates",56,33,29.388857501316,"1985-01-26 12:36:23"
"Female","QualityAssuranse","Intermediate","Non Graduates",55,27,22.6721325665039,"1991-01-26 12:36:23"
"Male","Packing","Junior","Non Graduates",57,5,22.9658977011762,"2013-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",50,8,14.6250597236074,"2010-01-26 12:36:23"
"Male","Production","Intermediate","Graduates",18,33,36.3290277586013,"1985-01-26 12:36:23"
"Male","Packing","Senior","Graduates",22,6,83.1288475393239,"2012-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",29,30,36.5738900488722,"1988-01-26 12:36:23"
"Male","Distribution","Senior","Non Graduates",44,7,75.4316568470553,"2011-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",27,0,20.724879846141,"2018-01-26 12:36:23"
"Male","Production","Senior","Graduates",19,6,46.7556767898073,"2012-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",19,24,46.9056583283308,"1994-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",41,28,20.4571831360233,"1990-01-26 12:36:23"
"Male","Marketing","Junior","Non Graduates",32,5,25.3819785223408,"2013-01-26 12:36:23"
"Male","Distribution","Senior","Graduates",49,27,45.2437698019966,"1991-01-26 12:36:23"
"Female","Production","Intermediate","Non Graduates",29,9,27.3141228282144,"2009-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",20,20,19.2868667749207,"1998-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",30,16,15.7804179850887,"2002-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",36,20,51.696753700554,"1998-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",64,22,19.6601884450756,"1996-01-26 12:36:23"
"Male","Production","Intermediate","Graduates",63,3,37.0600039285962,"2015-01-26 12:36:23"
"Male","IT","Intermediate","Graduates",56,24,30.1755762261128,"1994-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",32,3,18.1618727469144,"2015-01-26 12:36:23"
"Male","Packing","Senior","Graduates",19,10,74.4988840420517,"2008-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",49,30,37.3171256170621,"1988-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",28,25,12.6456106846757,"1993-01-26 12:36:23"
"Male","Production","Senior","Graduates",41,19,84.923861162653,"1999-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",61,7,19.8921808566576,"2011-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",29,8,22.0410294737246,"2010-01-26 12:36:23"
"Female","Packing","Junior","Graduates",20,7,16.3085167161806,"2011-01-26 12:36:23"
"Male","Distribution","Intermediate","Non Graduates",19,34,32.6502208504031,"1984-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",18,0,19.7834271950438,"2018-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",60,23,22.7746339107597,"1995-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",40,19,25.1573477215936,"1999-01-26 12:36:23"
"Female","Packing","Senior","Graduates",23,12,72.8234288290496,"2006-01-26 12:36:23"
"Male","Packing","Junior","Non Graduates",32,26,23.7554805627038,"1992-01-26 12:36:23"
"Male","Distribution","Junior","Non Graduates",20,11,22.4701754897754,"2007-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",26,25,16.6636622985805,"1993-01-26 12:36:23"
"Male","Production","Senior","Graduates",25,12,67.2501643681811,"2006-01-26 12:36:23"
"Male","Distribution","Senior","Graduates",27,10,86.3791952603895,"2008-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",22,18,16.8059500360811,"2000-01-26 12:36:23"
"Male","Packing","Junior","Non Graduates",50,13,13.9655809686334,"2005-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",37,3,33.625072543069,"2015-01-26 12:36:23"
"Female","Production","Intermediate","Graduates",17,20,33.3432283064893,"1998-01-26 12:36:23"
"Female","Packing","Intermediate","Non Graduates",51,14,25.9506826685857,"2004-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",54,2,21.9237615183553,"2016-01-26 12:36:23"
"Male","Production","Junior","Graduates",24,29,24.0299188673923,"1989-01-26 12:36:23"
"Female","Production","Intermediate","Non Graduates",39,7,28.7720696359694,"2011-01-26 12:36:23"
"Male","Packing","Intermediate","Non Graduates",45,30,39.0853899856999,"1988-01-26 12:36:23"
"Female","IT","Junior","Non Graduates",38,13,24.6924700475957,"2005-01-26 12:36:23"
"Male","Production","Senior","Graduates",24,20,52.429982983561,"1998-01-26 12:36:23"
"Female","Packing","Junior","Graduates",62,12,21.5933839354529,"2006-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",52,34,21.2775654198343,"1984-01-26 12:36:23"
"Female","Production","Senior","Graduates",49,12,47.8621471481555,"2006-01-26 12:36:23"
"Female","Packing","Junior","Graduates",50,2,23.9045712088471,"2016-01-26 12:36:23"
"Female","Production","Intermediate","Graduates",26,13,28.9797296906418,"2005-01-26 12:36:23"
"Male","Packing","Intermediate","Non Graduates",25,1,32.2500907045748,"2017-01-26 12:36:23"
"Female","Distribution","Junior","Non Graduates",21,20,23.8465703730409,"1998-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",57,25,14.5057078193714,"1993-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",46,25,15.5936439642324,"1993-01-26 12:36:23"
"Female","Packing","Junior","Graduates",37,31,26.4027353169058,"1987-01-26 12:36:23"
"Female","Distribution","Senior","Graduates",30,10,71.1404648746102,"2008-01-26 12:36:23"
"Male","Production","Intermediate","Graduates",34,15,41.8167076448478,"2003-01-26 12:36:23"
"Female","Distribution","Junior","Graduates",63,1,14.034879346542,"2017-01-26 12:36:23"
"Male","Distribution","Senior","Non Graduates",19,18,70.229335937187,"2000-01-26 12:36:23"
"Female","Marketing","Junior","Graduates",52,28,23.1422496313081,"1990-01-26 12:36:23"
"Female","Production","Junior","Graduates",44,3,21.9119060451429,"2015-01-26 12:36:23"
"Male","QualityAssuranse","Intermediate","Non Graduates",26,35,31.7766802573743,"1983-01-26 12:36:23"
"Female","Production","Intermediate","Non Graduates",44,5,25.7921455304751,"2013-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",34,8,13.066332547566,"2010-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",17,19,55.8517279848127,"1999-01-26 12:36:23"
"Female","Packing","Junior","Graduates",51,20,14.494014786028,"1998-01-26 12:36:23"
"Male","Packing","Senior","Graduates",61,23,73.4968769229233,"1995-01-26 12:36:23"
"Male","Packing","Junior","Non Graduates",52,17,22.5672327548412,"2001-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",62,13,12.3221277838064,"2005-01-26 12:36:23"
"Male","Packing","Senior","Non Graduates",61,0,70.9697198576777,"2018-01-26 12:36:23"
"Female","QualityAssuranse","Junior","Non Graduates",50,21,21.345179766111,"1997-01-26 12:36:23"
"Male","Production","Senior","Graduates",52,18,77.3276726016253,"2000-01-26 12:36:23"
"Male","Production","Senior","Graduates",30,4,64.3318340832075,"2014-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",58,30,11.8586374850948,"1988-01-26 12:36:23"
"Male","Packing","Intermediate","Non Graduates",19,34,26.4712911518505,"1984-01-26 12:36:23"
"Female","Sales","Junior","Non Graduates",47,12,12.2054844476695,"2006-01-26 12:36:23"
"Male","QualityAssuranse","Intermediate","Graduates",29,19,33.2880880478438,"1999-01-26 12:36:23"
"Female","QualityAssuranse","Senior","Non Graduates",24,18,62.4322225986562,"2000-01-26 12:36:23"
"Male","Production","Senior","Graduates",38,18,65.2585813514433,"2000-01-26 12:36:23"
"Male","Packing","Junior","Graduates",17,24,24.1527002998311,"1994-01-26 12:36:23"
"Female","Production","Senior","Graduates",58,33,64.4048791302391,"1985-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",33,35,21.2109088395131,"1983-01-26 12:36:23"
"Female","QualityAssuranse","Junior","Non Graduates",20,11,12.3215961218493,"2007-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",33,19,14.8695891267402,"1999-01-26 12:36:23"
"Male","QualityAssuranse","Junior","Non Graduates",61,14,18.6657784547239,"2004-01-26 12:36:23"
"Male","Production","Senior","Graduates",30,6,49.1475959852158,"2012-01-26 12:36:23"
"Male","Packing","Senior","Non Graduates",20,10,42.2507782842605,"2008-01-26 12:36:23"
"Female","Production","Senior","Graduates",29,6,60.04516577319,"2012-01-26 12:36:23"
"Female","QualityAssuranse","Junior","Non Graduates",25,3,21.0910644030095,"2015-01-26 12:36:23"
"Male","IT","Senior","Graduates",64,18,69.465879439792,"2000-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",45,26,21.1795133555748,"1992-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",42,10,24.8783314542162,"2008-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",26,16,22.1071579635922,"2002-01-26 12:36:23"
"Female","Production","Junior","Graduates",32,17,23.5201277645745,"2001-01-26 12:36:23"
"Female","Distribution","Senior","Non Graduates",44,1,56.6462014265477,"2017-01-26 12:36:23"
"Female","QualityAssuranse","Senior","Non Graduates",62,0,36.7877078893808,"2018-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",38,3,21.8351424457176,"2015-01-26 12:36:23"
"Female","Production","Intermediate","Non Graduates",50,21,34.3448463173831,"1997-01-26 12:36:23"
"Male","Production","Senior","Non Graduates",24,30,66.4545527964759,"1988-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",49,21,12.0489708684596,"1997-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",33,33,24.9770937563778,"1985-01-26 12:36:23"
"Female","Distribution","Intermediate","Non Graduates",43,34,26.3901580583814,"1984-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",43,35,24.2618387430901,"1983-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",61,16,32.623673453205,"2002-01-26 12:36:23"
"Male","Packing","Junior","Non Graduates",44,29,17.026875070065,"1989-01-26 12:36:23"
"Male","Packing","Intermediate","Non Graduates",62,12,30.2957715362277,"2006-01-26 12:36:23"
"Female","Production","Intermediate","Non Graduates",48,29,30.1214925583371,"1989-01-26 12:36:23"
"Female","Packing","Senior","Non Graduates",57,32,66.7692106606607,"1986-01-26 12:36:23"
"Female","Packing","Junior","Graduates",47,19,21.4604190783068,"1999-01-26 12:36:23"
"Male","Production","Senior","Graduates",63,19,71.6896063142628,"1999-01-26 12:36:23"
"Male","QualityAssuranse","Junior","Graduates",45,17,19.8005943562265,"2001-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",39,32,13.9263546471223,"1986-01-26 12:36:23"
"Female","Distribution","Senior","Graduates",54,32,59.2260884065272,"1986-01-26 12:36:23"
"Male","Sales","Senior","Graduates",47,27,73.3815273382913,"1991-01-26 12:36:23"
"Female","Production","Intermediate","Non Graduates",48,11,26.3745589958952,"2007-01-26 12:36:23"
"Female","Production","Junior","Graduates",62,29,23.0475070571273,"1989-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",33,3,28.8138848139022,"2015-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",46,24,18.8339577143558,"1994-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",36,17,19.3468621743547,"2001-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",50,20,10.9541481982006,"1998-01-26 12:36:23"
"Male","Distribution","Intermediate","Non Graduates",60,18,30.4202508987385,"2000-01-26 12:36:23"
"Male","Distribution","Intermediate","Graduates",22,10,35.754353177244,"2008-01-26 12:36:23"
"Male","Packing","Junior","Graduates",24,19,14.2888403260854,"1999-01-26 12:36:23"
"Male","Packing","Junior","Non Graduates",20,31,15.8000869225456,"1987-01-26 12:36:23"
"Male","Production","Junior","Graduates",26,21,18.2467400138682,"1997-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",28,31,21.6035622824805,"1987-01-26 12:36:23"
"Female","Packing","Junior","Non Graduates",30,34,19.6793601013833,"1984-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",55,25,20.8471742581737,"1993-01-26 12:36:23"
"Male","Production","Intermediate","Non Graduates",46,3,31.2713923724656,"2015-01-26 12:36:23"
"Male","Distribution","Junior","Non Graduates",41,29,16.4619922644309,"1989-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",56,15,16.5393830416995,"2003-01-26 12:36:23"
"Male","Distribution","Intermediate","Graduates",52,16,42.2323577830503,"2002-01-26 12:36:23"
"Male","Production","Junior","Non Graduates",34,5,19.9946819172667,"2013-01-26 12:36:23"
"Female","Production","Senior","Non Graduates",62,21,54.7956178597072,"1997-01-26 12:36:23"
"Female","Production","Junior","Non Graduates",17,11,12.0109839303177,"2007-01-26 12:36:23"
